City_ID,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
547,54,PY,1619619595,38,-24.4694,-55.6945,69.53,4.36
548,57,TZ,1619619595,85,-10.75,34.9,69.17,3.04
549,20,GL,1619619596,75,69.2167,-51.1,35.6,3.44
550,100,ML,1619619596,26,11.417,-7.479,99.99,8.19
551,53,AU,1619619597,99,-31.4333,152.9167,55.99,1.01
552,100,ID,1619619597,89,-7.3817,108.2082,73.99,1.14
553,40,CA,1619619598,93,48.6499,-53.1147,42.8,8.05
554,75,AR,1619619598,77,-24.7859,-65.4117,63.0,3.15
555,0,CN,1619619599,13,41.1231,80.2644,75.31,3.15
556,20,BR,1619619492,73,-22.8833,-43.1036,78.8,5.75
557,98,SB,1619619600,88,-8.7676,160.7034,76.19,3.31
558,61,TL,1619619600,89,-8.9266,125.4092,58.64,1.83
559,75,RU,1619619601,70,56.0172,37.8667,44.6,13.42
560,90,ZM,1619619601,73,-10.2621,29.9271,72.12,4.43
561,0,NaN,0000000000,0,0.0,0.0,0.0,0.0
562,100,ES,1619619603,53,37.4725,-4.4421,69.01,8.01
563,75,NO,1619619603,80,70.3705,31.1107,26.6,11.5
564,100,RU,1619619604,82,64.9225,77.785,37.0,10.31
565,75,SA,1619619604,53,17.4924,44.1277,78.8,6.91
566,20,TH,1619619605,94,7.9178,98.3332,88.0,3.44
567,20,ID,1619619605,94,-5.3166,119.3661,77.0,2.3
568,1,KZ,1619619606,32,46.844,74.9804,65.26,7.25
569,52,ID,1619619606,82,-9.1061,124.8925,70.95,3.51
570,100,ID,1619619607,76,-6.8844,112.2051,80.37,4.32
571,0,RU,1619619556,63,43.4444,45.7722,64.4,6.71
572,63,ZM,1619619608,46,-13.5432,23.1047,82.11,3.87
573,40,BR,1619619609,65,-15.8631,-38.8828,82.4,9.22
574,90,AU,1619619609,100,-19.25,146.8,69.8,7.07
575,30,CA,1619619610,38,68.2191,-135.0107,21.2,6.91
576,100,RU,1619619610,92,49.0333,131.9833,40.66,1.05
577,1,US,1619619421,59,43.2128,-75.4557,64.0,4.61
578,93,BS,1619619612,76,24.9,-76.2,76.37,20.13
579,20,ID,1619619612,94,-5.14,119.4221,77.0,2.3
580,0,NaN,0000000000,0,0.0,0.0,0.0,0.0
581,99,RU,1619619613,79,57.6804,48.3065,44.56,6.29
582,82,TH,1619619614,81,19.3003,97.9685,77.68,1.32
583,0,MT,1619619614,47,35.8419,14.5431,77.0,10.36
584,47,GW,1619619615,48,11.2833,-15.8333,80.1,6.67
585,0,CN,1619619616,12,39.4547,75.9797,75.2,2.24
586,2,AO,1619619616,19,-17.0667,15.7333,90.73,3.65
587,98,SS,1619619617,50,4.095,30.6779,85.48,4.88
588,26,SO,1619619617,64,5.3505,48.5268,86.07,11.56
589,49,MG,1619619618,77,-14.8796,47.9875,81.48,1.79
590,83,SB,1619619619,88,-9.4333,159.95,76.28,2.21
591,100,VN,1619619619,78,9.9347,106.3453,80.33,5.32
592,40,PR,1619619620,69,18.425,-65.8329,82.4,12.66
593,75,SA,1619619509,25,24.6877,46.7219,86.0,11.5
594,97,CN,1619619621,17,37.9281,102.6414,60.73,22.86
595,48,TZ,1619619621,89,-7.986,38.758,79.39,7.43
596,6,BR,1619619622,38,-14.7447,-50.5706,87.3,7.38
597,3,IN,1619619622,11,20.7833,80.7167,90.41,7.2
598,3,ZA,1619619623,73,-34.0527,23.3716,65.17,4.59
599,68,TZ,1619619624,61,-3.35,35.85,79.11,5.39
600,98,ID,1619619624,77,5.5577,95.3222,81.43,6.38
601,40,BR,1619619625,74,-5.5183,-47.4611,86.0,4.61
602,20,NP,1619619625,46,27.7167,85.3167,75.2,8.05
603,90,US,1619619626,100,43.648,-93.3683,42.8,4.61
604,90,US,1619619540,71,33.1284,-107.2528,50.0,4.61
605,75,ID,1619619627,89,-0.9492,100.3543,80.6,4.61
606,75,IS,1619619627,70,66.0449,-17.3389,37.4,10.36
607,100,RU,1619619628,91,66.5606,67.7975,27.84,7.47
608,100,ID,1619619629,95,-5.3582,104.9744,74.52,1.66
609,97,RU,1619619629,76,62.1675,49.0916,40.53,5.21
610,0,RU,1619619630,40,50.677,36.5532,50.0,8.95
611,100,BS,1619619631,62,26.5412,-77.0636,75.24,12.91
612,0,NaN,0000000000,0,0.0,0.0,0.0,0.0
613,100,ID,1619619631,77,-7.7479,112.0132,75.2,6.67
614,20,PK,1619619632,65,24.9056,67.0822,84.2,11.5
615,90,US,1619619633,87,57.0531,-135.33,44.6,4.61
616,40,HN,1619619633,74,15.0,-83.2333,84.2,6.6
617,64,ZM,1619619634,67,-10.5414,32.0816,75.15,6.98
618,40,CA,1619619634,86,55.7666,-120.2362,21.2,5.75
619,100,RU,1619619635,64,51.2833,91.5833,52.5,1.59
620,0,AU,1619619636,35,-20.7377,116.8463,81.59,7.85
621,10,NZ,1619619636,99,-39.0333,177.3667,43.0,1.99
622,61,TZ,1619619637,87,-11.3667,38.4167,79.77,3.51
623,75,BA,1619619638,63,42.7119,18.3442,66.2,8.05
624,20,AO,1619619638,69,-15.1961,12.1522,78.8,12.66
625,48,AU,1619619639,82,-33.8667,121.9,62.6,9.22
626,21,RU,1619619640,81,56.0815,99.6342,32.47,9.01
627,100,GL,1619619640,68,66.9395,-53.6735,38.07,5.79
628,75,NO,1619619641,64,69.2408,19.2344,33.8,8.05
